file,line,specifier,binding,resolved_file,resolution
src/components/club/CashierClubSwitcher.tsx,28,../../services/HapticService,haptic,src/services/HapticService.ts,Resolved Local File
src/components/club/CashierClubSwitcher.tsx,29,../../hooks/useAuthUser,{ useAuthUser },src/hooks/useAuthUser.ts,Resolved Local File
src/components/club/CashierClubSwitcher.tsx,30,../../hooks/useMasterBusSubscription,{ useMasterBusSubscriptions },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/club/CashierClubSwitcher.tsx,31,../../utils/clubQuickLink,"{
  eligibleQuickLinkClubs,
  clubParamToUuid,
  fetchClubChipBalances,
  clearClubChipBalanceCache,
  fetchQuickLinkClubs,
  readCachedQuickLinkClubs,
  rememberLastClub,
  CHIP_BALANCE_EVENTS,
  type QuickLinkClub,
}",src/utils/clubQuickLink.ts,Resolved Local File
src/components/club/CashierClubSwitcher.tsx,42,./CashierClubSwitcher.module.css,styles,src/components/club/CashierClubSwitcher.module.css,Resolved Local File
src/components/club/CashierModal.tsx,13,react,"React, { useState, useEffect, useCallback, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/CashierModal.tsx,14,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/CashierModal.tsx,15,./CashierModal.css,,src/components/club/CashierModal.css,Resolved Local File
src/components/club/CashierModal.tsx,16,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubActivityChart.tsx,14,recharts,"{
  Area,
  Bar,
  CartesianGrid,
  ComposedChart,
  Legend,
  ResponsiveContainer,
  Tooltip,
  XAxis,
  YAxis,
}",,External Or Requires Dynamic/Alias Review
src/components/club/ClubActivityFeed.tsx,12,react,"{ useState, useEffect, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubActivityFeed.tsx,13,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,14,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,15,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,16,../../utils/clubIdResolver,"{ isUUID, resolveClubUUID }",src/utils/clubIdResolver.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,17,../../utils/clubDashboard,{ isAuthzError },src/utils/clubDashboard.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,18,'@/lib/date,{ formatRelativeShort as formatTime },src/lib/date.ts,Resolved Local File
src/components/club/ClubActivityFeed.tsx,19,./ClubActivityFeed.module.css,styles,src/components/club/ClubActivityFeed.module.css,Resolved Local File
src/components/club/ClubActivityFeed.tsx,20,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,12,react,"{ useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubAnnouncementBanner.tsx,13,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,14,react-router-dom,{ useParams },,External Or Requires Dynamic/Alias Review
src/components/club/ClubAnnouncementBanner.tsx,15,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,16,../../utils/clubIdResolver,{ resolveClubUUID },src/utils/clubIdResolver.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,17,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,18,./ClubAnnouncementBanner.module.css,styles,src/components/club/ClubAnnouncementBanner.module.css,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,19,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubAnnouncementBanner.tsx,20,../../utils/playerDisplayName,"{ playerDisplayName, PLAYER_NAME_COLUMNS }",src/utils/playerDisplayName.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,9,react,"{ useEffect, useLayoutEffect, useMemo, useRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubBottomNav.tsx,10,react-router-dom,"{ Link, useLocation }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubBottomNav.tsx,11,../../hooks/useAuthUser,{ useAuthUser },src/hooks/useAuthUser.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,12,../../utils/clubQuickLink,"{
  fetchQuickLinkClubs,
  readCachedQuickLinkClubs,
  resolveTargetClub,
}",src/utils/clubQuickLink.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,17,../../utils/clubScopedPath,"{ readClubContextParam, withClubContext }",src/utils/clubScopedPath.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,18,./clubIdFromPath,{ clubIdFromPath },src/components/club/clubIdFromPath.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,19,./clubBottomNavTabs,"{ activeTabForPath, type TabKey }",src/components/club/clubBottomNavTabs.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,20,./useHideFooterOnScroll,{ useHideFooterOnScroll },src/components/club/useHideFooterOnScroll.ts,Resolved Local File
src/components/club/ClubBottomNav.tsx,21,./ClubBottomNav.module.css,styles,src/components/club/ClubBottomNav.module.css,Resolved Local File
src/components/club/ClubCardPanel.tsx,6,react,"{ useState, useEffect, useMemo }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubCardPanel.tsx,7,../../lib/lobbyFigureCache,"{ figureOr, readFigures, rememberFigures }",src/lib/lobbyFigureCache.ts,Resolved Local File
src/components/club/ClubCardPanel.tsx,8,./ClubCardPanel.css,,src/components/club/ClubCardPanel.css,Resolved Local File
src/components/club/ClubChat.tsx,11,react,"React, { useState, useEffect, useRef, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubChat.tsx,12,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/club/ClubChat.tsx,13,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/ClubChat.tsx,14,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/ClubChat.tsx,15,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubEntryMessage.tsx,46,react,"{ useCallback, useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubEntryMessage.tsx,47,../common/Modal,Modal,src/components/common/Modal.tsx,Resolved Local File
src/components/club/ClubEntryMessage.tsx,48,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/ClubEntryMessage.tsx,49,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubEntryMessage.tsx,50,./ClubEntryMessage.css,,src/components/club/ClubEntryMessage.css,Resolved Local File
src/components/club/ClubIntegrityHeader.tsx,1,react,type { ReactNode },,External Or Requires Dynamic/Alias Review
src/components/club/ClubIntegrityHeader.tsx,2,react-router-dom,{ Link },,External Or Requires Dynamic/Alias Review
src/components/club/ClubIntegrityHeader.tsx,3,../../config/clubIntegrityNavigation,"{
  getClubIntegrityNavigation,
  type ClubIntegrityPageId,
}",src/config/clubIntegrityNavigation.ts,Resolved Local File
src/components/club/ClubIntegrityHeader.tsx,7,../../hooks/useClubNavigationAccess,{ useClubNavigationAccess },src/hooks/useClubNavigationAccess.ts,Resolved Local File
src/components/club/ClubIntegrityHeader.tsx,8,./ClubIntegrityHeader.module.css,styles,src/components/club/ClubIntegrityHeader.module.css,Resolved Local File
src/components/club/ClubIntegrityHeader.tsx,9,../../utils/mediaBase,{ mediaUrl },src/utils/mediaBase.ts,Resolved Local File
src/components/club/ClubLaunchProgress.tsx,1,react,{ useState },,External Or Requires Dynamic/Alias Review
src/components/club/ClubLaunchProgress.tsx,2,./ClubLaunchProgress.css,,src/components/club/ClubLaunchProgress.css,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,1,react,"{ useCallback, useEffect, useMemo, useRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubMessageManagementPanel.tsx,2,../../services/ClubMessageManagementService,"{
  CLUB_MESSAGE_LIMITS,
  clubMessageManagementService,
  type ClubIdentityMessages,
  type ManagedClubAnnouncement,
}",src/services/ClubMessageManagementService.ts,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,8,../common/confirmDialog,{ confirmDialog },src/components/common/confirmDialog.tsx,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,9,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,10,../../hooks/useMasterBusSubscription,{ useMasterBusSubscriptions },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,11,../../services/ManagementContentError,{ isManagementContentConflict },src/services/ManagementContentError.ts,Resolved Local File
src/components/club/ClubMessageManagementPanel.tsx,12,./ClubMessageManagementPanel.module.css,styles,src/components/club/ClubMessageManagementPanel.module.css,Resolved Local File
src/components/club/ClubOpeningWizard.tsx,1,react,"{ useMemo, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubOpeningWizard.tsx,2,react-dom,{ createPortal },,External Or Requires Dynamic/Alias Review
src/components/club/ClubOpeningWizard.tsx,3,../../services/SpinActivationService,"{ requiredSeedForStake, SPIN_BOARD_STAKES }",src/services/SpinActivationService.ts,Resolved Local File
src/components/club/ClubOpeningWizard.tsx,4,../../services/ClubOpeningSetupService,"{
  clubOpeningSetupService,
  type OpeningPromotionType,
}",src/services/ClubOpeningSetupService.ts,Resolved Local File
src/components/club/ClubOpeningWizard.tsx,8,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/ClubOpeningWizard.tsx,9,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/ClubOpeningWizard.tsx,10,./ClubOpeningWizard.css,,src/components/club/ClubOpeningWizard.css,Resolved Local File
src/components/club/ClubSettings.tsx,13,react,"React, { useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubSettings.tsx,14,./ClubSettings.css,,src/components/club/ClubSettings.css,Resolved Local File
src/components/club/ClubSettings.tsx,15,../ClubLogoSelector,ClubLogoSelector,src/components/ClubLogoSelector.tsx,Resolved Local File
src/components/club/ClubStatsCards.tsx,10,react,"{ useState, useEffect, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/ClubStatsCards.tsx,11,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/club/ClubStatsCards.tsx,12,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/ClubStatsCards.tsx,13,../../utils/clubIdResolver,"{ isUUID, resolveClubUUID }",src/utils/clubIdResolver.ts,Resolved Local File
src/components/club/ClubStatsCards.tsx,14,../../utils/clubDashboard,{ isAuthzError },src/utils/clubDashboard.ts,Resolved Local File
src/components/club/ClubStatsCards.tsx,15,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/ClubStatsCards.tsx,16,./ClubStatsCards.module.css,styles,src/components/club/ClubStatsCards.module.css,Resolved Local File
src/components/club/ClubStatsCards.tsx,17,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,1,react,"React, { useState, useMemo, useEffect, useRef, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/club/CreateTournamentModal.tsx,2,../../services/TournamentService,"{
  RESTART_MAX_MINUTES,
  RESTART_WEEKLY_MINUTES,
  tournamentService,
  BLIND_STRUCTURES,
  SPIN_BLIND_STRUCTURE,
  PAYOUT_STRUCTURES,
  SPIN_MULTIPLIERS,
}",src/services/TournamentService.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,11,../../config/spinSpec,"{
  SPIN_TIERS,
  SPIN_SEATS,
  expectedMultiplier,
  impliedHouseEdge,
}",src/config/spinSpec.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,17,../../config/tableSeating,{ maxSeatsTheDeckAllows },src/config/tableSeating.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,18,../../lib/tournamentFieldRules,"{ capPaidPlaces, fieldCapFor, minPlayersFor }",src/lib/tournamentFieldRules.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,19,./CreateTournamentModal.module.css,styles,src/components/club/CreateTournamentModal.module.css,Resolved Local File
src/components/club/CreateTournamentModal.tsx,20,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/CreateTournamentModal.tsx,21,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,22,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,23,../../utils/clubIdResolver,{ resolveClubUUID },src/utils/clubIdResolver.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,24,../../utils/buyIn,"{ digitsOnly, isWholeBuyIn, money, rakeRateFor, splitBuyIn }",src/utils/buyIn.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,25,../../services/TournamentScheduleService,{ tournamentScheduleService },src/services/TournamentScheduleService.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,26,../tournament/WeeklyScheduleEditor,"WeeklyScheduleEditor, {
  DEFAULT_WEEKLY_SCHEDULE,
  validateWeeklySchedule,
  type WeeklyScheduleValue,
}",src/components/tournament/WeeklyScheduleEditor.tsx,Resolved Local File
src/components/club/CreateTournamentModal.tsx,31,../tournament/BlindStructureBuilder,{ BlindStructureBuilder },src/components/tournament/BlindStructureBuilder.tsx,Resolved Local File
src/components/club/CreateTournamentModal.tsx,32,../../config/blindStructures,type { BlindLevel },src/config/blindStructures.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,33,../../services/PayoutEngine,payoutEngine,src/services/PayoutEngine.ts,Resolved Local File
src/components/club/CreateTournamentModal.tsx,34,../../config/tournamentVariants,"{ canRunAsSpin, type TournamentGameVariant }",src/config/tournamentVariants.ts,Resolved Local File
src/components/club/GameCreationActions.tsx,1,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/club/GameCreationActions.tsx,2,./GameCreationActions.module.css,styles,src/components/club/GameCreationActions.module.css,Resolved Local File
src/components/club/JackpotHistory.tsx,13,react,"React, { useState, useEffect, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/JackpotHistory.tsx,14,./JackpotHistory.css,,src/components/club/JackpotHistory.css,Resolved Local File
src/components/club/MemberList.tsx,12,react,"React, { useState, useMemo, memo, useRef, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/club/MemberList.tsx,13,../../types/clubRoles,"{ type ClubRole, isClubPrincipal, normaliseRole, roleRank }",src/types/clubRoles.ts,Resolved Local File
src/components/club/MemberList.tsx,14,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/club/MemberList.tsx,15,./MemberList.css,,src/components/club/MemberList.css,Resolved Local File
src/components/club/MemberList.tsx,16,../../utils/avatarGenerator,"{ generateDefaultAvatar, sizedStorageUrl }",src/utils/avatarGenerator.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,26,react,"{ useCallback, useEffect, useMemo, useRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/RakeSnapshotPanel.tsx,27,../../services/ClubRakeSnapshotService,"{
  ClubRakeSnapshotService,
  RAKE_PERIODS,
  RAKE_SORTS,
  describeRakeSnapshotError,
  periodToRange,
  type PeriodKey,
  type RakeAgentRow,
  type RakeBreakdownRow,
  type RakeClubRow,
  type RakeDownlineRow,
  type RakeScope,
  type RakeSnapshot,
  type RakeSortKey,
}",src/services/ClubRakeSnapshotService.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,42,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,43,../../hooks/useMasterBusSubscription,{ useMasterBusSubscriptions },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,44,../../core/MasterBus,type { BusEventType },src/core/MasterBus.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,45,../../lib/clubDataCache,"{ clubDataQueryKey, readClubDataCache, writeClubDataCache }",src/lib/clubDataCache.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,46,../../utils/downloadCsv,"{ downloadCsv, csvEscape }",src/utils/downloadCsv.ts,Resolved Local File
src/components/club/RakeSnapshotPanel.tsx,47,./RakeSnapshotPanel.module.css,styles,src/components/club/RakeSnapshotPanel.module.css,Resolved Local File
src/components/club/RoleBadge.tsx,31,../../types/clubRoles,"{ ROLE_LABEL, type ClubRole, normaliseRole }",src/types/clubRoles.ts,Resolved Local File
src/components/club/RoleBadge.tsx,32,./RoleBadge.css,,src/components/club/RoleBadge.css,Resolved Local File
src/components/club/RosterConnectionStatus.tsx,1,../../utils/rosterReadReliability,type { RosterConnectionState },src/utils/rosterReadReliability.ts,Resolved Local File
src/components/club/RosterConnectionStatus.tsx,2,./RosterConnectionStatus.css,,src/components/club/RosterConnectionStatus.css,Resolved Local File
src/components/club/SecurityAuditLog.tsx,12,react,"React, { useState, useEffect, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/SecurityAuditLog.tsx,13,./SecurityAuditLog.css,,src/components/club/SecurityAuditLog.css,Resolved Local File
src/components/club/SpinActivationPanel.tsx,25,react,"{ useCallback, useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/SpinActivationPanel.tsx,26,../../services/SpinActivationService,"{
  spinActivationApi,
  requiredSeedForStake,
  SPIN_BOARD_STAKES,
  SPIN_SEED_SOURCES,
  type SpinOwnerState,
}",src/services/SpinActivationService.ts,Resolved Local File
src/components/club/SpinActivationPanel.tsx,33,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/TableOperationsPanel.tsx,15,react,"{ useState, useEffect, useCallback, useRef }",,External Or Requires Dynamic/Alias Review
src/components/club/TableOperationsPanel.tsx,16,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,17,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,18,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,19,../../services/TableService,{ tableService },src/services/TableService.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,20,../../utils/avatarGenerator,{ generateDefaultAvatar },src/utils/avatarGenerator.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,21,../../utils/avatarGenerator,{ sizedStorageUrl },src/utils/avatarGenerator.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,22,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/club/TableOperationsPanel.tsx,23,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/TableOperationsPanel.tsx,24,../../utils/playerDisplayName,{ playerDisplayName },src/utils/playerDisplayName.ts,Resolved Local File
src/components/club/TickerManagementPanel.tsx,1,react,"{ useCallback, useEffect, useMemo, useRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/club/TickerManagementPanel.tsx,2,../../hooks/useMasterBusSubscription,{ useMasterBusSubscription },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/club/TickerManagementPanel.tsx,3,../../services/TickerManagementService,"{
  DEFAULT_TICKER_SETTINGS,
  tickerManagementService,
  validateTickerContrast,
  type ManagedTickerSettings,
  type TickerSource,
}",src/services/TickerManagementService.ts,Resolved Local File
src/components/club/TickerManagementPanel.tsx,10,../common/Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/club/TickerManagementPanel.tsx,11,../../services/ManagementContentError,{ isManagementContentConflict },src/services/ManagementContentError.ts,Resolved Local File
src/components/club/TickerManagementPanel.tsx,12,../common/confirmDialog,{ confirmDialog },src/components/common/confirmDialog.tsx,Resolved Local File
src/components/club/TickerManagementPanel.tsx,13,./TickerManagementPanel.module.css,styles,src/components/club/TickerManagementPanel.module.css,Resolved Local File
src/components/club/inTabLobbySurface.ts,31,react,{ useSyncExternalStore },,External Or Requires Dynamic/Alias Review
src/components/club/useHideFooterOnScroll.ts,45,react,"{ useCallback, useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/clubs/ClubDiscovery.tsx,6,react,"React, { useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/clubs/ClubDiscovery.tsx,7,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,8,../../services/ClubsService,{ ClubsService },src/services/ClubsService.ts,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,9,../../hooks/useMasterBusSubscription,{ useMasterBusSubscription },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,10,../../utils/clubLevels,{ getClubLevel },src/utils/clubLevels.ts,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,11,../../hooks/useIsMounted,{ useIsMounted },src/hooks/useIsMounted.ts,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,12,./ClubDiscovery.css,,src/components/clubs/ClubDiscovery.css,Resolved Local File
src/components/clubs/ClubDiscovery.tsx,13,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/colors/ColorPicker.tsx,1,react,React,,External Or Requires Dynamic/Alias Review
src/components/colors/ColorPicker.tsx,2,./ColorPicker.css,,src/components/colors/ColorPicker.css,Resolved Local File
src/components/colors/index.ts,1,./ColorPicker,,src/components/colors/ColorPicker.tsx,Resolved Local File
src/components/comments/Comment.tsx,1,react,React,,External Or Requires Dynamic/Alias Review
src/components/comments/Comment.tsx,2,./Comment.css,,src/components/comments/Comment.css,Resolved Local File
src/components/comments/Comment.tsx,3,../../utils/avatarGenerator,{ generateDefaultAvatar },src/utils/avatarGenerator.ts,Resolved Local File
src/components/comments/CommentInput.tsx,1,react,"React, { useState }",,External Or Requires Dynamic/Alias Review
src/components/comments/CommentInput.tsx,2,./CommentInput.css,,src/components/comments/CommentInput.css,Resolved Local File
src/components/comments/CommentInput.tsx,3,../../utils/avatarGenerator,{ generateDefaultAvatar },src/utils/avatarGenerator.ts,Resolved Local File
src/components/comments/index.ts,1,./Comment,,src/components/comments/Comment.tsx,Resolved Local File
src/components/comments/index.ts,2,./CommentInput,,src/components/comments/CommentInput.tsx,Resolved Local File
src/components/common/ActivityHeatmap.tsx,9,react,"{ useMemo, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/AnimatedNumber.tsx,7,react,"{ useState, useEffect, useRef }",,External Or Requires Dynamic/Alias Review
src/components/common/Badge.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Badge.tsx,8,./Badge.css,,src/components/common/Badge.css,Resolved Local File
src/components/common/BottomSheet.tsx,9,react,"{ useEffect, useRef, useState, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/BusToastBridge.tsx,10,../../hooks/useMasterBusSubscription,{ useMasterBusSubscription },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/common/BusToastBridge.tsx,11,./Toast,"{ useToast, type ToastType }",src/components/common/Toast.tsx,Resolved Local File
src/components/common/Button.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Button.tsx,8,framer-motion,"{ motion, type HTMLMotionProps }",,External Or Requires Dynamic/Alias Review
src/components/common/Button.tsx,9,./LoadingSpinner,{ InlineLoader },src/components/common/LoadingSpinner.tsx,Resolved Local File
src/components/common/Button.tsx,10,./Button.css,,src/components/common/Button.css,Resolved Local File
src/components/common/Card.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Card.tsx,8,framer-motion,"{ motion, type HTMLMotionProps }",,External Or Requires Dynamic/Alias Review
src/components/common/Card.tsx,9,./Card.css,,src/components/common/Card.css,Resolved Local File
src/components/common/CircularGauge.tsx,9,react,"{ useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/ConfirmModal.tsx,13,react,"React, { useEffect, useCallback, useRef }",,External Or Requires Dynamic/Alias Review
src/components/common/ConfirmModal.tsx,14,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/common/ConfirmModal.tsx,15,./ConfirmModal.css,,src/components/common/ConfirmModal.css,Resolved Local File
src/components/common/DiamondTopUpToast.ts,14,react-router-dom,type { useNavigate },,External Or Requires Dynamic/Alias Review
src/components/common/Dropdown.tsx,7,react,"React, { useState, useRef, useEffect, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/Dropdown.tsx,8,react-dom,{ createPortal },,External Or Requires Dynamic/Alias Review
src/components/common/Dropdown.tsx,9,framer-motion,"{ motion, AnimatePresence }",,External Or Requires Dynamic/Alias Review
src/components/common/Dropdown.tsx,10,./Dropdown.css,,src/components/common/Dropdown.css,Resolved Local File
src/components/common/EmptyState.tsx,8,react,{ ReactNode },,External Or Requires Dynamic/Alias Review
src/components/common/EmptyState.tsx,9,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/common/EmptyState.tsx,10,./EmptyState.module.css,styles,src/components/common/EmptyState.module.css,Resolved Local File
src/components/common/ErrorBoundary.tsx,13,react,"{ Component, ErrorInfo, ReactNode }",,External Or Requires Dynamic/Alias Review
src/components/common/ErrorBoundary.tsx,14,../../core/SentryInit,{ getSentryAsync },src/core/SentryInit.ts,Resolved Local File
src/components/common/GlobalUXIndicators.tsx,13,react,"{ useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/common/GlobalUXIndicators.tsx,14,./GlobalUXIndicators.css,,src/components/common/GlobalUXIndicators.css,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,16,react,"{ useEffect, useRef, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/GlobalWaitlistListener.tsx,17,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/common/GlobalWaitlistListener.tsx,18,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,19,../../hooks/useAuthUser,{ useAuthUser },src/hooks/useAuthUser.ts,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,20,../../core/MasterBus,{ masterBus },src/core/MasterBus.ts,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,21,./Toast,{ useToast },src/components/common/Toast.tsx,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,22,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/common/GlobalWaitlistListener.tsx,108,../../services/WaitlistService,dynamic import,src/services/WaitlistService.ts,Resolved Local File
src/components/common/HelpPopover.tsx,1,react,"{ useCallback, useEffect, useId, useRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/HelpPopover.tsx,2,react-dom,{ createPortal },,External Or Requires Dynamic/Alias Review
src/components/common/Input.tsx,7,react,"React, { forwardRef, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/Input.tsx,8,./Input.css,,src/components/common/Input.css,Resolved Local File
src/components/common/LastClubTracker.tsx,12,react,{ useEffect },,External Or Requires Dynamic/Alias Review
src/components/common/LastClubTracker.tsx,13,react-router-dom,{ useLocation },,External Or Requires Dynamic/Alias Review
src/components/common/LastClubTracker.tsx,14,../../stores/useUserStore,{ useUserStore },src/stores/useUserStore.ts,Resolved Local File
