file,line,kind,target,dynamic,file_kind,status
server/src/tournament/TournamentManagerBase.ts,6168,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6449,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6465,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6482,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6504,Table Candidate,profiles,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6549,RPC,process_tournament_rebuy,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6640,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6657,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,6941,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,7135,RPC,fn_apply_prize_guarantee,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerBase.ts,7210,RPC,fn_close_tournament_addon_period,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,130,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,138,Table Candidate,wallet_transactions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,147,Table Candidate,wallet_transactions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,218,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,407,RPC,fn_sync_tournament_live_seat_chips,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,481,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,555,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,579,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,667,RPC,fn_open_tournament_rebuy_decisions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,796,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,821,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,895,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,949,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,970,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1112,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1158,RPC,fn_get_tournament_satellite_entitlement_depth,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1371,Table Candidate,profiles,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1382,RPC,process_tournament_rebuy,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1455,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1490,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1558,Table Candidate,settlement_idempotency_keys,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1588,Table Candidate,hand_history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1637,RPC,fn_sweep_pending_tournament_bounties,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1668,RPC,fn_tournament_has_unsettled_bounties,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1697,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1717,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1857,RPC,fn_claim_tournament_bounty_elimination,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1895,Table Candidate,tournament_bounty_obligations,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1973,RPC,fn_eliminate_tournament_player_atomic,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,1978,RPC,fn_eliminate_tournament_player_atomic,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2091,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2213,RPC,fn_collect_bounty,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2241,Table Candidate,tournament_bounty_obligations,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2251,RPC,fn_bounty_obligation_has_complete_marker,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2255,Table Candidate,tournament_bounties,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2353,Table Candidate,"new Set<string>([
          eliminatedUserId,
          knockerUserId,
          ...shareRows.map((s) => String(s.user_id || '')).filter(Boolean),
        ])",True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2360,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2511,Table Candidate,tournament_bounty_awards,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2519,Table Candidate,tournament_bounty_obligations,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2525,RPC,fn_bounty_obligation_has_complete_marker,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2562,RPC,fn_mystery_bounty_reserve,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2593,Table Candidate,tournament_bounty_obligations,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2601,Table Candidate,tournament_bounty_awards,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2607,Table Candidate,tournament_bounty_award_recipients,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2920,Table Candidate,new Set(userIds.filter((u): u is string => !!u)),True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2923,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2967,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,2973,Table Candidate,tournament_bounties,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3008,Table Candidate,tournament_bounty_chests,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3045,RPC,fn_mystery_bounty_settle,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3109,RPC,fn_mystery_bounty_reveal,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3132,RPC,fn_mystery_bounty_pay,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3141,Table Candidate,tournament_bounty_awards,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3271,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3374,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3425,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3483,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3536,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3558,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3633,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3681,Table Candidate,tournament_payouts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3686,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3767,RPC,fn_settle_tournament_rake,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3844,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3853,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,3961,Table Candidate,tournament_final_table_deal_receipts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4007,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4048,Table Candidate,tournament_deal_votes,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4099,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4148,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4153,Table Candidate,tournament_deal_votes,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4252,Table Candidate,tournament_payouts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4274,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4359,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4401,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4515,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4652,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4677,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4732,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4755,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4779,RPC,fn_normalize_tournament_final_standings,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerEliminations.ts,4837,RPC,fn_finalize_bounty_pool,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/TournamentManagerWakeProtocol.test.ts,11,Table Candidate,{ length: MAX_TOURNAMENT_MANAGER_WAKE_ACK_BATCH * 2 + 1 },True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/atomicFinalTableDeal.ts,143,RPC,SETTLE_FINAL_TABLE_DEAL_ATOMIC_RPC,True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/atomicPlaceSettlement.ts,86,RPC,rpc,True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/knockoutAttribution.ts,203,Table Candidate,merged,True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/mysteryBountyDraw.test.ts,26,Table Candidate,{ length: 120 },True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/mysteryBountyDraw.ts,129,Table Candidate,merged.entries(),True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/mysteryBountyPool.ts,401,Table Candidate,byKey.values(),True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/seatClaim.ts,59,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/settleObligation.ts,305,RPC,RPC_NAME,True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentFinishContract.ts,77,RPC,rpc,True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,60,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,89,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,124,Table Candidate,wallet_transactions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,213,Table Candidate,rake_records,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,236,Table Candidate,rake_records,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,272,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,288,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,310,RPC,fn_sweep_pending_tournament_bounties,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,342,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,366,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,389,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,411,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,416,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,454,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,548,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,554,Table Candidate,tournament_finish_receipts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,559,Table Candidate,tournament_payouts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,563,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,667,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,671,Table Candidate,hand_history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,721,Table Candidate,{ length: eliminated.length },True,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,752,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,820,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,869,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,882,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,910,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,951,RPC,fn_mystery_bounty_settle,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,966,RPC,fn_finalize_bounty_pool,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,983,RPC,fn_settle_tournament_rake,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,996,RPC,fn_settle_satellite_finish_atomic,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1023,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1063,Table Candidate,tournament_payouts,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1069,Table Candidate,tournament_obligations,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1098,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1137,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1357,Table Candidate,hand_history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1448,RPC,fn_apply_prize_guarantee,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1463,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1493,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1516,RPC,fn_normalize_tournament_final_standings,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1533,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1557,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1573,Table Candidate,tournament_players,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1612,RPC,fn_mystery_bounty_settle,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1627,RPC,fn_finalize_bounty_pool,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1653,RPC,fn_settle_tournament_rake,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/tournament/tournamentRecovery.ts,1690,Table Candidate,tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/ChannelWebSocketServer.heartbeat.test.ts,54,Table Candidate,JSON.stringify(obj),True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/ChannelWebSocketServer.heartbeat.test.ts,58,Table Candidate,raw,True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/ChannelWebSocketServer.ts,306,Table Candidate,club_members,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/ChannelWebSocketServer.ts,476,Table Candidate,hand_history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.mux.test.ts,42,Table Candidate,JSON.stringify(obj),True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,779,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,786,Table Candidate,clubs,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,808,Table Candidate,blacklists,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,857,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,867,Table Candidate,table_seats,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,896,Table Candidate,tables,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/EngineWebSocketServer.ts,950,Table Candidate,action_audit_logs,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
server/src/transport/TableStateHub.replay.test.ts,190,Table Candidate,{ length: cap },True,test-or-fixture,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,531,Link,#main-content,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,633,Link,/,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,647,Link,/,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,709,Link,/,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,717,Link,/?create=club,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,788,Link,../data,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,896,Link,/tournaments,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1117,Link,/hand-history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1338,Link,/hand-history,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1728,Link,/rakeback,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1790,Link,/,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1881,Link,/unions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
src/App.tsx,1909,Link,/unions,False,runtime-or-tooling-source,"Trace Caller, Authorization, Payload, Effects And Receipt"
